sub_num,sub_name,sub_label,sub_value
16,Anonymous,Transcription,"FILENAME: Global-Economics-Analyst_-The-Potentially-Large-Effects-of-Artificial-Intelligence-on-Economic-Growth-Briggs_Kodnani.9b24298687e26.pdf | CONTENT: 26 March 2023 | 9:05PM EDTGlobal Economics AnalystThe Potentially Large Effects of Artiﬁcial Intelligence on Economic Growth (Briggs/Kodnani) n The recent emergence of generative artiﬁcial intelligence (AI) raises whether we Jan Hatzius +1(212)902-0394 | jan.hatzius@gs.com are on the brink of a rapid acceleration in task automation that will drive labor Goldman Sachs & Co. LLCcost savings and raise productivity. Despite signiﬁcant uncertainty around the Joseph Briggs +1(212)902-2163 | potential of generative AI, its ability to generate content that is indistinguishable joseph.briggs@gs.com Goldman Sachs & Co. LLC from human-created output and to break down communication barriers between Devesh Kodnani humans and machines reﬂects a major advancement with potentially large +1(917)343-9216 | devesh.kodnani@gs.com macroeconomic effects."
16,Anonymous,Q02 Other AI risks and recommendations for regulation,"-the risks associated with media-related generative AI are completely unacceptable, i discussed this in my submission - the best way to avoid these risks is to outright ban these technologies"
16,Anonymous,Q07 Responsible government use of AI,needs to have a incredibly cautious approach. only allow for any use after extensive testing and ethical consideration
16,Anonymous,Q08 Generic vs technology-specific approaches for AI risk,the only sectors in which AI may be useful is in those such as medical research and care. any other uses will have far more damages than benefits
16,Anonymous,Q09 Transparency requirements and scope,a- transparency must be a fundamental and nonnegotiable part of any AI system that is rolled out at any level b- requiring that any developers give comprehensive details of how their systems work. (so-called black boxes are not acceptable)
16,Anonymous,Q10 Ban on high-risk AI applications,"a- all high and medium risk technologies should be banned completly, as they often serve to conduct activites that are socially undesirable (social scoring), or that we have humans that can already do them (such as surgery) b- AI applications should be banned when in situations that a human is already performing the task to a accpetable degree and when assigning liability becomes complex (self driving cars)"
16,Anonymous,Q11 Actions to increase public trust in AI,"government should not be encouraging use of AI, and should instead invest in intiatives to educate people on its flaws and give much better alternative solutions for cases in which people may feel tempted to use it (increasing access to legal aid instead of letting people use unreliable chatbots for legal advice)"
16,Anonymous,Q12 Trade impact of banning high-risk AI applications,"any impacts on the tech sector are acceptable if it means the continued protection of social, economic and cultural cohesion"
16,Anonymous,Q13 Changes to conformity infrastructure,government needs to take a proactive role in regulating technologies prior to their widespread adoption instead of playing catch-up after real harms have already occurred
17,Anonymous,General comment,"Subject: Request for Legislative Reforms for IP Protection Covering AI-Generated CodeDear Honourable Members of the Australian Government,We write to you today as advocates for the emerging frontier of artificial intelligence technology, particularly with a focus on the issue of intellectual property protection for AI-generated code. The current legislative framework, as it stands, does not specifically account for prompt engineering as a form of creative input in the process of AI code generation.We would like to bring your attention to the growing need for modifications to these laws to acknowledge the evolving nature of software development. With AI gaining traction in the technology sector, the blurring lines between human-engineered and machine-generated code are becoming increasingly challenging to define.Despite the machine's role in the actual generation of the code, the initial prompt and engineering instructions that direct the AI are borne out of human creativity and ingenui"
17,Anonymous,Q01 Definitions,Yes
17,Anonymous,Q02 Other AI risks and recommendations for regulation,Copyright and ip protections of code generated by AI and the interpretation of Prompt engineering as a specific creative input.
17,Anonymous,Q03 Non-regulatory actions to address AI risks,More education as this technology will generate more jobs that it takes away.
17,Anonymous,Q04 Coordinating AI governance across government,Software companies must be consulted as part of this process.
17,Anonymous,Q05 International models for AI governance,New Zealand has adequate coverage that covers up protection for machine generated code.
17,Anonymous,Q06 Public vs Private sector governance,No.
17,Anonymous,Q07 Responsible government use of AI,Embracing this change and through its use accelerate and optimise how we run the country.
17,Anonymous,Q11 Actions to increase public trust in AI,Use in schools and education.
17,Anonymous,Q12 Trade impact of banning high-risk AI applications,This will be done by other countries. Banning and restrictions on national levels will only restrict our own security.
17,Anonymous,Q14 Risk-based approach to address AI risks,Yes
17,Anonymous,Q15 Benefits and limitations of risk-based approach,This will allow us to address issues as they happen and implement regulations as needed that Don not overreach and stifle innovation.
17,Anonymous,Q16 Scope and application of risk-based approach,No this should be adopted widely. An agile risk based approach will ensure the right level of regulation.
18,melissa misuraca,General comment,"The federal government has not issued a directive to the public service on the use of tools like ChatGPT, which can generate text and images.Instead, it is leaving it up to departments to decide whether to allow the technology or limit its use. This is a risky approach and heightens the security and ethical risks associated with AI technology.Until a whole of government policy is adopted, the Federal Government, and all departments that come under it, should, at a minimum, ensure basic training in the ethical and cyber security risks of using AI tools such as ChatGPT. This training should be developed centrally and made available to all staff electronically. Anyone using AI tools should have to complete the mandatory training."
